"YEAR","MONTH","DATE","SITE","TRANSECT","SP_CODE","SIZE","COUNT","AREA","NOTES","SCIENTIFIC_NAME","COMMON_NAME","TAXON_KINGDOM","TAXON_PHYLUM","TAXON_CLASS","TAXON_ORDER","TAXON_FAMILY","TAXON_GENUS","GROUP","SURVEY","MOBILITY","GROWTH_MORPH"
2008,10,"2008-10-24","CARP",7,"SFL",8,6,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,10,"2008-10-24","CARP",7,"SFL",8.5,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,10,"2008-10-24","CARP",7,"SFL",9,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,10,"2008-10-24","CARP",7,"SFL",9.5,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,10,"2008-10-24","CARP",7,"SFL",10,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,10,"2008-10-28","AQUE",4,"SFL",3.5,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,10,"2008-10-28","AQUE",4,"SFL",6,2,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,10,"2008-10-28","AQUE",4,"SFL",6.5,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,10,"2008-10-28","AQUE",4,"SFL",7,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,10,"2008-10-28","AQUE",4,"SFL",8,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-18","AQUE",4,"SFL",6,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-18","AQUE",4,"SFL",10,2,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-17","CARP",7,"SFL",2.5,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-17","CARP",7,"SFL",3.5,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-17","CARP",7,"SFL",4,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-17","CARP",7,"SFL",4.5,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-17","CARP",7,"SFL",5,2,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-17","CARP",7,"SFL",6,12,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-17","CARP",7,"SFL",6.5,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-17","CARP",7,"SFL",7,18,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-17","CARP",7,"SFL",7.5,9,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-17","CARP",7,"SFL",8,12,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-17","CARP",7,"SFL",8.5,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-17","CARP",7,"SFL",9,6,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-17","CARP",7,"SFL",10,2,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-17","CARP",7,"SFL",11,7,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-17","CARP",7,"SFL",12,2,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-12","MOHK",2,"SFL",7,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-12","MOHK",2,"SFL",8,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-12","MOHK",2,"SFL",8.5,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-12","MOHK",2,"SFL",9,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-12","MOHK",2,"SFL",10,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-12","MOHK",2,"SFL",10.5,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-12","MOHK",2,"SFL",11,2,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-08","NAPL",3,"SFL",2.5,5,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-08","NAPL",3,"SFL",3,7,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-08","NAPL",3,"SFL",3.5,14,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-08","NAPL",3,"SFL",4,12,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-08","NAPL",3,"SFL",4.5,8,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-08","NAPL",3,"SFL",5,10,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-08","NAPL",3,"SFL",5.5,4,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-08","NAPL",3,"SFL",6,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-08","NAPL",3,"SFL",6.5,2,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-08","NAPL",3,"SFL",7,2,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-08","NAPL",3,"SFL",8,2,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-08","NAPL",3,"SFL",8.5,2,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2008,12,"2008-12-08","NAPL",3,"SFL",9,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-29","AQUE",4,"SFL",3.5,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-29","AQUE",4,"SFL",4,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-29","AQUE",4,"SFL",5,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-29","AQUE",4,"SFL",6,4,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-29","AQUE",4,"SFL",7,2,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-29","AQUE",4,"SFL",7.5,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-29","AQUE",4,"SFL",8,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-29","AQUE",4,"SFL",10,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-29","AQUE",4,"SFL",11,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-29","AQUE",4,"SFL",13,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-30","CARP",7,"SFL",2.5,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-30","CARP",7,"SFL",3,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-30","CARP",7,"SFL",3.5,2,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-30","CARP",7,"SFL",5,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-30","CARP",7,"SFL",5.5,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-30","CARP",7,"SFL",6,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-30","CARP",7,"SFL",6.5,3,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-30","CARP",7,"SFL",7,6,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-30","CARP",7,"SFL",7.5,6,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-30","CARP",7,"SFL",8,11,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-30","CARP",7,"SFL",8.5,4,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-30","CARP",7,"SFL",9,11,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-30","CARP",7,"SFL",9.5,2,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-28","MOHK",2,"SFL",3,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-28","MOHK",2,"SFL",7,2,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-28","MOHK",2,"SFL",7.5,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-28","MOHK",2,"SFL",8,5,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-28","MOHK",2,"SFL",9,7,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
2009,1,"2009-01-28","MOHK",2,"SFL",9.5,1,80,"","Mesocentrotus franciscanus","Red Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","INVERT","URCHINS","MOBILE","SOLITARY"
